GCXH,XZQHMC,KKMC,FXLX,GCSJ,HPZL,"SUBSTR(HPHM,1,4)||'***'",CLPPXH
320300108809202641,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 14:51,-,鲁D29***,日产牌
320300108809204420,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:51,02,苏C93***,日产牌-骊威-2013_2015#B
320300108809209665,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 14:52,-,W0京***,日产牌-轩逸-2018
320300108809209728,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 14:52,02,皖LMR***,日产牌-贵士-2014
320300108809219247,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 14:53,02,苏CN2***,日产牌-轩逸-2012
320300108809217590,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 14:53,02,皖L16***,日产牌
320300108809234758,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 14:56,02,黑L82***,日产牌-骊威-2013_2015#B
320300108809233432,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 14:56,02,苏CN8***,日产牌-天籁-2019
320300108809233704,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 14:56,02,苏CD6***,日产牌-轩逸-2016_2019#A
320300108809237855,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 14:56,02,苏C85***,日产牌-锐骐-2008
320300108809239286,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:57,02,苏C60***,日产牌
320300108809240188,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 14:57,02,苏AE2***,日产牌-天籁-2012#A
320300108809240529,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 14:57,02,鲁H63***,日产牌
320300108809243750,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 14:57,02,苏CY3***,日产牌-轩逸-2012
320300108809246053,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 14:58,02,苏CD8***,日产牌
320300108809247077,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 14:58,02,鲁HV9***,日产牌
320300108809253375,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 14:59,02,苏C7X***,日产牌-劲客-2017_2018
320300108809258176,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:00,-,-***,日产牌-骊威-2013_2015#A
320300108809258836,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 15:00,02,苏CB5***,日产牌
320300108809261091,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 15:00,02,粤B4H***,日产牌-轩逸-2012
320300108809267809,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:01,02,苏CW3***,日产牌-轩逸-2016_2019#A
320300108809275200,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:02,02,苏C83***,日产牌
320300108809276296,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 15:03,02,鲁HU3***,日产牌
320300108809279277,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:03,02,苏CF6***,日产牌-天籁-2019
320300108809280149,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 15:03,02,苏CY9***,日产牌-天籁-2016
320300108809287254,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:04,02,鲁DK9***,日产牌
320300108809290600,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 15:05,02,苏CK2***,日产牌-骊威-2008_2009_2010
320300108809302289,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:06,02,苏C36***,日产牌-轩逸-2016_2019#B
320300108809303852,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:07,02,苏C9E***,日产牌
320300108809310438,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 15:08,02,苏C3Q***,日产牌
320300108809311203,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:08,02,苏CN3***,日产牌-帕拉丁-2006_2007_2008_2013
320300108809317037,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:08,02,苏C3P***,日产牌
320300108809316156,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:09,02,苏NQ3***,日产牌-颐达-2009_2010
320300108809318693,丰县,徐州市丰县鹿梁路K19丰县梁寨检查站市际卡口,1,2023/12/1 15:09,02,苏CFL***,日产牌-颐达-2009_2010
320300108809325349,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:10,02,苏CV1***,日产牌-天籁-2019
320300108809330516,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:11,02,苏A89***,日产牌
320300108809331195,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:11,02,苏GTY***,日产牌-骐达-2011_2012_20114_2015
320300108809332120,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:11,02,苏CY6***,日产牌
320300108809336763,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:12,02,苏CMR***,日产牌
320300108809350609,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:14,02,苏C8Y***,日产牌-骐达-2016
320300108809361504,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 15:15,02,苏NJ1***,日产牌-轩逸-2016_2019#A
320300108809363293,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:16,02,苏A65***,日产牌-轩逸-2016_2019#B
320300108809380799,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:18,02,苏C13***,日产牌-奇骏-2014_2015_2016
320300108809380670,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 15:18,02,鲁H9B***,日产牌
320300108809389617,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:20,02,苏C9A***,日产牌-骊威-2010
320300108809402793,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:21,02,苏CM9***,日产牌-天籁-2019
320300108809412095,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:23,02,苏C6U***,日产牌-骐达-2005_2009
320300108809416111,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:23,02,皖LN1***,日产牌
320300108809420954,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:24,02,苏C88***,日产牌-轩逸-2016_2019#A
320300108809420144,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:24,52,苏NDF***,日产牌
320300108809436134,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:26,02,苏CA9***,日产牌-天籁-2012#A
320300108809453827,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:29,52,苏NDA***,日产牌-奇骏-2012
320300108809466480,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:31,02,苏C7P***,日产牌-轩逸-2016_2019#B
320300108809471407,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:31,02,苏E26***,日产牌-轩逸-2016_2019#A
320300108809471903,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:31,02,皖FA6***,日产牌
320300108809475486,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:32,02,苏CF9***,日产牌-天籁-2019
320300108809488391,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:34,02,苏C60***,日产牌-天籁-2012#A
320300108809505097,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:36,02,苏C78***,日产牌-逍客-2016#B
320300108809505180,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:36,02,苏C9B***,日产牌-轩逸-2016_2019#B
320300108809522523,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:39,-,苏C8H***,日产牌
320300108809522875,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:39,02,苏C8H***,日产牌-天籁-2008
320300108809534481,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 15:40,02,苏CJ9***,日产牌
320300108809542394,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:42,02,苏CK9***,日产牌
320300108809543482,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 15:42,02,苏CK8***,日产牌-天籁-2013_2015
320300108809548319,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 15:43,02,苏CA6***,日产牌-骐达-2016
320300108809550036,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:43,01,鲁Q69***,日产牌-未知系列3-未知年款0
320300108809550074,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:43,01,鲁Q69***,日产牌-未知系列3-未知年款0
320300108809552066,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:43,02,苏C65***,日产牌-天籁-2019
320300108809553462,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 15:43,02,苏CK3***,日产牌-骐达-2016
320300108809564655,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:45,02,苏C00***,日产牌
320300108809570721,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:45,02,苏C6U***,日产牌-天籁-2016_2018
320300108809582071,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 15:47,02,苏CQD***,日产牌-轩逸-2012_2016_2018
320300108809595289,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:49,02,苏UQ6***,日产牌-轩逸-2016_2019#B
320300108809595949,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 15:49,02,苏CC7***,日产牌-骊威-2013_2015#A
320300108809599409,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:49,02,苏C24***,日产牌-奇骏-进口车-未知年款
320300108809606020,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 15:51,02,苏MT2***,日产牌-逍客-2016#B
320300108809607009,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 15:51,02,苏C0Y***,日产牌
320300108809617006,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 15:52,02,苏C31***,日产牌
320300108809621199,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 15:53,02,苏C8M***,日产牌
320300108809622861,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 15:53,02,苏CU9***,日产牌-楼兰-2015_2016_2019
320300108809634606,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:55,52,苏CDD***,日产牌
320300108809648757,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:56,02,苏CV7***,日产牌-轩逸-2016_2019#A
320300108809649647,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 15:57,02,鲁RPT***,日产牌-轩逸-2009#A
320300108809651851,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 15:57,02,苏CK2***,日产牌
320300108809663900,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 15:59,02,苏CJ6***,日产牌
320300108809672118,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 16:00,02,苏C38***,日产牌
320300108809678257,睢宁县,徐州市睢宁县S324燕沭睢线K201省道桑庄王马路路口西侧-向东卡口市际卡口,2,2023/12/1 16:01,02,苏CQ6***,日产牌-阳光-2011_2012_2014_2016
320300108809685871,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 16:02,02,苏C96***,日产牌-骐达-2010
320300108809695417,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:03,02,苏C5G***,日产牌
320300108809693483,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 16:03,02,苏CZ7***,日产牌-轩逸-2016_2019#A
320300108809698524,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:03,02,苏CZ3***,日产牌-颐达-2005_2008
320300108809702666,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 16:04,02,皖LM1***,日产牌
320300108809709361,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 16:05,02,鲁HN0***,日产牌
320300108809721984,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:07,02,苏C8Q***,日产牌
320300108809721626,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 16:07,02,苏C63***,日产牌
320300108809731665,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 16:08,02,苏C5Z***,日产牌-蓝鸟-2016
320300108809734525,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:08,01,豫J82***,日产牌-阳光-2011_2012_2014_2016
320300108809735658,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 16:08,02,苏C35***,日产牌-轩逸-2016_2019#A
320300108809749064,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 16:10,02,苏CZ7***,日产牌
320300108809749971,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 16:10,02,苏CK1***,日产牌-轩逸-2016_2019#A
320300108809750987,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 16:10,02,苏CQ3***,日产牌
320300108809759117,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 16:12,02,苏CV3***,日产牌
320300108809773137,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 16:13,02,苏C6T***,日产牌-骐达-2009
320300108809783490,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:14,01,苏CJN***,日产牌-NV200-2016
320300108809784527,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 16:15,02,苏C78***,日产牌
320300108809785250,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 16:15,02,苏GG5***,日产牌-天籁-2019
320300108809787362,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 16:15,02,苏CA7***,日产牌
320300108809793834,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:16,02,苏CCE***,日产牌
320300108809809393,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 16:18,02,苏CK2***,日产牌-天籁-2012#A
320300108809810268,邳州市,徐州市邳州市S251枣睢线K5江苏徐州-S251-苏鲁界省际卡口,1,2023/12/1 16:18,02,苏C66***,日产牌
320300108809816292,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 16:19,02,苏CN8***,日产牌
320300108809817726,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 16:19,02,苏N56***,日产牌-骏逸-2006
320300108809818249,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 16:19,02,苏C9V***,日产牌-奇骏-2017_2019
320300108809823694,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:20,02,苏CE0***,日产牌-天籁-2012#A
320300108809829055,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 16:20,02,苏CC3***,日产牌
320300108809830080,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 16:20,02,苏C89***,日产牌-奇骏-2014_2015_2016
320300108809839486,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 16:21,02,苏CN8***,日产牌-天籁-2019
320300108809849192,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:23,02,苏C3U***,日产牌
320300108809861056,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 16:24,02,宁A0P***,日产牌
320300108809868724,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:25,02,苏CQU***,日产牌
320300108809880988,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 16:27,02,苏J9T***,日产牌-轩逸-2016_2019#A
320300108809886901,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:27,02,苏CFQ***,日产牌-骐达-2011_2012_20114_2015
320300108809891011,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 16:28,02,苏CC0***,日产牌-天籁-2019
320300108809891029,邳州市,徐州市邳州市S250宿邳线K1江苏徐州-S250-苏鲁界省际卡口,1,2023/12/1 16:28,02,苏CR3***,日产牌-轩逸-2016_2019#A
320300108809900756,铜山县,徐州市铜山县G310连云港-天水K310江苏徐州-G310-苏皖界省际卡口,1,2023/12/1 16:29,02,苏CP6***,日产牌
320300108809905697,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:29,02,苏C67***,日产牌-天籁-2019
320300108809911874,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:30,02,苏CM5***,日产牌-未知系列3-未知年款0
320300108809915059,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 16:31,02,苏CZ8***,日产牌
320300108809925084,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 16:32,01,鲁RN0***,日产牌-逍客-2019
320300108809924572,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 16:32,01,鲁RN0***,日产牌-逍客-2019
320300108809929707,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:33,02,苏CF1***,日产牌
320300108809935832,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 16:33,02,苏G61***,日产牌-轩逸-2016_2019#B
320300108809936418,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 16:34,02,苏C09***,日产牌
320300108809943443,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 16:34,02,苏E8W***,日产牌-轩逸-2016_2019#A
320300108809955383,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 16:36,02,苏N83***,日产牌-轩逸-2016_2019#B
320300108809954816,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:36,02,苏C7K***,日产牌
320300108809956127,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:36,02,苏CQ5***,日产牌
320300108809956992,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 16:36,02,皖LTC***,日产牌
320300108809958686,睢宁县,徐州市睢宁县S325淮宿线K63(325省道)63K+100M东侧-向西卡口市际卡口,2,2023/12/1 16:36,02,苏N57***,日产牌
320300108809959859,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:36,51,苏C09***,日产牌-奇骏-2008_2010
320300108809962306,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 16:37,02,新GCW***,日产牌-逍客-2011_2012_2013_2015
320300108809971195,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:38,02,苏CV6***,日产牌-轩逸-2016_2019#A
320300108809972239,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:38,02,苏CV6***,日产牌-轩逸-2016_2019#A
320300108809977543,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 16:38,02,苏CS1***,日产牌-天籁-2012#A
320300108809981191,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 16:39,02,苏CZ6***,日产牌-骊威-2009_2010
320300108809991793,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 16:40,02,苏CS9***,日产牌
320300108810000959,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 16:41,02,苏C7R***,日产牌
320300108810000975,睢宁县,徐州市睢宁县S252塔双线K56江苏徐州-S252-苏皖界省际卡口,1,2023/12/1 16:41,02,苏C7R***,日产牌
320300108810005991,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 16:42,01,苏C29***,日产牌-纳瓦拉-2017
320300108810010641,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 16:43,02,冀E56***,日产牌-天籁-2019
320300108810020585,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 16:44,02,苏CW7***,日产牌
320300108810032376,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 16:45,02,苏CC6***,日产牌
320300108810032970,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:45,02,苏CU2***,日产牌-骐达-2016
320300108810033362,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:45,02,苏CU2***,日产牌-骐达-2016
320300108810034407,新沂市,江苏省徐州市新沂市S323连徐线K96瓦窑检查站市际卡口,1,2023/12/1 16:45,02,苏CF6***,日产牌-NV200-2018
320300108810035757,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 16:46,02,苏CXT***,日产牌
320300108810039823,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 16:46,02,苏CD2***,日产牌
320300108810039836,新沂市,徐州市新沂市S323连徐线K10阿湖卡口-323省道连云港交界市际卡口,1,2023/12/1 16:46,02,苏G82***,日产牌
320300108810045949,高速五大队,G3京台高速K731江苏高速五大队江苏徐州-G3-苏鲁界省际卡口,1,2023/12/1 16:47,02,苏C81***,日产牌-天籁-2019
320300108810052237,铜山县,徐州市铜山县G104北京-福州K744江苏徐州-G104-苏鲁界省际卡口,1,2023/12/1 16:48,02,苏CB0***,日产牌
320300108810051448,新沂市,徐州市新沂市G235国道235K10江苏徐州-G235-交界市际卡口,1,2023/12/1 16:48,02,苏NT3***,日产牌-天籁-2019
320300108810054507,沛县,徐州市沛县S253郑沛龙线K0江苏徐州-S253-苏鲁界省际卡口,1,2023/12/1 16:48,02,苏CZ0***,日产牌
320300108810053856,铜山县,徐州市铜山县G206烟台-汕头K816江苏徐州-G206-苏皖界省际卡口,1,2023/12/1 16:48,02,苏CW7***,日产牌
320300108810058639,铜山县,徐州市铜山县G311徐州-西峡K207江苏徐州-G311-苏皖界省际卡口,1,2023/12/1 16:48,02,苏CU6***,日产牌
320300108810062952,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:49,02,苏CU6***,日产牌-骐达-2005_2009
320300108810062454,睢宁县,徐州市睢宁县G104北京-福州K873江苏徐州-G104-苏皖界省际卡口,1,2023/12/1 16:49,02,苏CU6***,日产牌-骐达-2005_2009
320300108810069449,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:49,02,苏C6V***,日产牌-天籁-2019
320300108810075793,丰县,徐州市丰县G518518国道K358马楼公路站省际卡口,1,2023/12/1 16:50,02,苏C7H***,日产牌-骐达-2011_2012_20114_2015
320300108810082411,新沂市,徐州市新沂市S505505省道K10新沂高速西出口-505省道宿迁界市际卡口,1,2023/12/1 16:51,02,苏CW2***,日产牌-天籁-2019
